pub_id,scholar_ids,year,title,abstract
1364,GwClxjoAAAAJ,2024,The Influence of Tax Payment Disclosure in GRI-Based Sustainability Reports on Tax Avoidance: A Cross-Country Analysis of Indonesia and Singapore,"This study aims to analyze the impact of tax disclosure in GRI-based sustainability reporting on tax avoidance in companies listed on the stock exchanges of Indonesia and Singapore during the period 2014-2023. Utilizing panel data and a fixed effects model, this study explores the relationship between tax payment disclosure in sustainability reporting, company size, gross fixed assets, profitability, leverage, development level, CSR Mandatoriness, and the market-to-book ratio with the level of tax avoidance. The sample is categorized into three groups: the first group examines how tax disclosure in GRI-based sustainability reporting affected tax avoidance in different countries, the second group examines how a nations development level influences tax avoidance, and the third group investigates the impact of mandatory sustainability reporting on tax avoidance, offering a more limpid insight into the effects of sustainability reporting. The research uncovers distinct differences in tax avoidance strategies between developed and developing countries, emphasizing significant behavioural discrepancies linked to varying levels of development and CSR mandatoriness enforcement. The multiple regression analysis indicates that tax disclosure in GRI-based sustainability reporting negatively relates to tax avoidance in developing countries. Furthermore, the test result also shows a positive relationship between CSR mandatoriness and development levels with tax avoidance in Indonesia and Singapore. This study offers practical insights for designing ethical and effective tax strategies, considering the contrasting tax practices between developed and …"
1365,Lu2ZuioAAAAJ; GwClxjoAAAAJ,2024,Edukasi Pelaporan Perpajakan Pekerja Gereja untuk Meningkatkan Kepatuhan Pajak,"Terdapat kesenjangan pengetahuan yang signifikan dalam memahami kewajiban untuk mendaftarkan diri guna memperoleh Nomor Pokok Wajib Pajak (NPWP) bagi orang pribadi yang telah memenuhi persyaratan subjektif dan objektif sesuai dengan ketentuan perpajakan. Kesenjangan ini menyebabkan tingkat ketidakpatuhan perpajakan yang tinggi, khususnya di kalangan pekerja gereja, yang sering kali belum sepenuhnya memahami tanggung jawab perpajakan mereka. Akibat dari ketidakpahaman ini adalah ketidakpatuhan yang berpotensi menimbulkan masalah hukum dan finansial di kemudian hari. Oleh karena itu, pengabdian masyarakat ini bertujuan untuk meningkatkan pemahaman dan kepatuhan perpajakan para pekerja gereja dalam melaksanakan kewajiban pelaporan Surat Pemberitahuan Tahunan (SPT) Wajib Pajak Orang Pribadi. Kegiatan ini dilaksanakan melalui dua tahap edukasi yang terstruktur. Pada tahap pertama, pekerja gereja diberikan pemahaman mendalam mengenai konsep dasar perpajakan, yang mencakup definisi, tujuan, serta manfaat pajak bagi pembangunan negara Indonesia. Selain itu, mereka juga dibekali dengan pengetahuan tentang kewajiban gereja atau organisasi pengelola gereja untuk melakukan pemotongan pajak sesuai dengan peraturan yang berlaku, termasuk peran mereka sebagai pemotong pajak yang sah. Pada tahap kedua, para pekerja gereja mengikuti pelatihan praktis pengisian SPT 1770, yang difasilitasi oleh mahasiswa, dosen, dan praktisi perpajakan berpengalaman. Hasil dari kegiatan pengabdian masyarakat ini menunjukkan antusiasme yang tinggi dari para pekerja …"
1366,GwClxjoAAAAJ,2024,Analysis of Internal and External Factors Affecting Tax Aggressiveness in The Healthcare Sector Companies,"This study aims to examine the influence of internal factors (management compensation and company liquidity) and external factors (tax consultant variable) on tax aggressiveness. Using multiple regression analysis, the hypothesis testing results based on 116 panel data observations from the healthcare sector companies listed in the IDX between 2019-2022 indicate that all variables have an impact on the tax aggressiveness of the company, with less consistent directions of influence, especially for company liquidity and tax consultant. Those independent variables influence tax aggressiveness positively, indicating that the more liquid the company and more tax consultants it hires, the higher its aggressiveness. These results were robust to the alternative models of the tax aggressiveness, which each of the independent variables were placed in the models. The practical implication of this study is that tax aggressiveness behavior will not only be triggered by internal factors, but it is possible to be affected by external ones."
1367,GwClxjoAAAAJ,2023,Corporate Financial Ratios and the Financial Reporting-Tax Trade-Off,"The research aims to determine the trade-off between the aggressiveness of financial reporting and taxation faced by management. By taking a sample of 230 company observations on the Indonesia Stock Exchange (BEI) for the 2019-2021 period using a purposive sampling method, this study analyzes the influence of five financial variables on the trade-off between financial reporting aggressiveness and taxation, including debt ratio, debt maturity, financing deficit., internal and external capital market funding ratios, and profitability. The analysis used is multiple linear regression. The research results show that the level of debt ratios, long-term debt and financing deficits have a positive influence on the aggressiveness of financial reporting, while the funding ratio in the external capital market and profitability have a significant negative influence. This study provides guidance to auditors to carefully examine a companys financial statements to ensure compliance with accounting standards and fairness."
1368,GwClxjoAAAAJ,2023,The Influence of Perceptions of Justice and Trust toward Government on Tax Compliance (Case Study on MSME Taxpayers in Surabaya),"MSMEs are business units that can increase the regions economy. This research is conducted to determine the relationship between perceptions and government trust variables on tax compliance among MSMEs in Surabaya. This research site was in Surabaya. This quantitative research used primary data sources through questionnaires distributed through Google Forms. The data was collected by distributing 130 MSME units in Surabaya as respondents. The sampling technique was convenience sampling. It is used because the questionnaires are distributed randomly to find samples (MSMEs) in Surabaya. Then, the data analysis technique uses multiple linear regression analysis using the SPSS V.23 software program. This research partially shows that perceptions of justice will have a positive effect on compliance, but trust does not have a significant impact on tax compliance. The implication of this research is to provide information for the government in developing fair services to taxpayers and provide policies that are beneficial for society to increase compliance."
1369,GwClxjoAAAAJ,2023,The influence of knowledge management and innovation on firm performance at company X,"Competition in the company increases along with walking time, accompanied by the growth in the flower amount increasingly in fast companies. For that reason, management knowledge and innovation can bring the company to its heyday because the performance provided becomes quality. This pushes the researcher to conduct a study titled The Influence of Knowledge Management and Innovation on Firm Performance at Company X. The Type of company chosen in the research is a manufacturing company engaged in the management of goods for use by consumers. The company is located in Jakarta. The purpose of the study is to obtain knowledge about whether or not knowledge management and innovation influence Company Xs firm performance. The research methods used are quantitative and descriptive, with 100 selected respondents by random sampling. Data collection techniques included spread questionnaires, interviews, and observations. The data collected was analyzed through SEM-PLS, and it is known that knowledge management and innovation have a 43% positive influence on company Xs firm performance."
1370,GwClxjoAAAAJ,2023,"The Influence of Tax Awareness, Tax Knowledge, and Tax Socialization of Value Added Tax Imposition on Tax Compliance of E-Commerce Users","Tax compliance is a crucial element in optimizing tax revenues. Non-compliance taxpayers can result in a decrease in tax revenue. Tax compliance includes complying with tax regulations and disclosing income accurately and truthfully. This research aims to determine how socialization, awareness, and knowledge about taxation can influence taxpayer compliance in Indonesia, especially among business actors who have online shops on Shopee E-Commerce. This research used a quantitative approach. The questionnaires were distributed to collect data throughout the Gerbangkertosusila area (Gresik, Bangkalan, Mojokerto, Surabaya, Sidoarjo, and Lamongan). After collecting the data, the data was processed using SPSS version 20 with linear regression. The research findings are as follows (1) tax compliance among ecommerce users was significantly influenced by tax knowledge;(2) ecommerce consumer compliance with tax regulations was influenced by tax awareness; and (3) tax socialization influences compliance with e-commerce consumer tax. This research recommends that the government and related institutions intensify information provision and increase tax outreach efforts among e-commerce business actors."
1371,GwClxjoAAAAJ,2023,Effects of engagement rate and endorsement rate on social media endorsement services on Indonesian tax compliance,"As a matter of fact, the Indonesian tax compliance level is still low compared to the taxpayer population. Tax compliance is a mandatory requirement that must be met by taxpayers, who have met the subjective and objective tax requirements, including endorsers. Nowadays, endorsement services are becoming a popular job among Generation Z and Alpha, especially in Indonesia. Endorsement service income is influenced by the endorsement rate set by the endorser based on engagement rate on the endorsers social media. This paper aims to examine how engagement rate and endorsement rate on social media platforms contribute to Indonesian tax compliance with the endorsers income as a moderator. The results show that with the endorsers income as a moderator, engagement rate and endorsement rate significantly strengthened their influence on tax compliance. Furthermore, the endorser s income itself did not significantly influence tax compliance, which means taxpayers tax compliance behavior is not fixed by the endorser s income. The possible impact of this study is to assess taxpayers understanding regarding endorsement service, especially endorsers, and to educate endorsers regarding the imposition of endorsement service tax to increase the tax compliance of Indonesians."
1372,GwClxjoAAAAJ,2023,PENTINGKAH PROFIL CEO DALAM AGRESIVITAS PAJAK?,"Tujuan Utama   Penelitian ini bertujuan memberikan bukti lebih lanjut terkait pengaruh profil CEO terhadap agresivitas pajak. Metode   Penelitian menggunakan metode regresi Weighted Least Square. Sampel penelitian mencakup perusahaan sektor nonfinansial di Bursa Efek Indonesia dengan market cap terbesar tahun 2019 2021. Temuan Utama   Terdapat Indikator profil CEO, yaitu generasi dan kewarganegaraan turut memengaruhi kecenderungan perilaku agresivitas pajak. Generasi CEO yang lebih tinggi berkaitan pada timbulnya agresivitas pajak yang lebih tinggi. Selain itu, CEO yang berasal dari warga negara lokal cenderung terlibat pada praktik agresivitas pajak. Implikasi Teori dan Kebijakan   Implementasi teori upper echelon dalam penelitian ini menjurus kepada CEO dengan profil tertentu dapat berpengaruh terhadap risk appetite pajak perusahaan. Hal ini dapat menjadi pertimbangan yang dapat disesuaikan dengan preferensi pemegang saham dalam menentukan susunan direksi. Kebaruan Penelitian   Penelitian ini memberikan bukti baru mengenai pengaruh profil CEO terhadap agresivitas pajak."
1373,GwClxjoAAAAJ,2023,THE INFLUENCE OF FIRMS’FINANCIAL RATIOS ON BOOK-TAX TRADE-OFF,"Manajemen cenderung menghadapi trade-off antara agresivitas laporan keuangan dan perpajakan dikarenakan sulit bagi manajemen untuk menjadi agresif pada keduapelaporan. Perusahaan yang memaksimalkan keuntungannya melalui manajemen laba akan sulit untuk meminimalkan beban pajaknya, begitu pula sebaliknya. Tujuan utama dari penelitian ini adalah untuk meneliti pengaruh rasio keuangan perusahaan terhadap trade-off pelaporan akuntansi dan perpajakan. Ada lima variabel keuangan yang digunakan dalam studi ini, termasuk rasio utang, jatuh tempo utang, defisit pembiayaan, akses pendanaan padapasar modal internal dan eksternal, serta profitabilitas. Penelitian ini menggunakan metode purposive sampling yang menghasilkan data observasi firm-year sebanyak 230 sampel yang terdaftar di Bursa Efek Indonesia (BEI) periode 2019-2021. Sampel dianalisis menggunakan model regresi logistik, karena variabel dependen dalam studi ini (EMTM) adalah variabeldummy. Temuan pada studi ini menunjukkan hubungan positif antara tingkat rasio utang, utang jangka panjang, defisit pembiayaan dan agresivitas pelaporan keuangan. Studi ini juga membuktikan bahwa akses pendanaan pada pasar modal eksternal dan profitabilitas memiliki hubungan negatif yang signifikan terhadap agresivitas pelaporan keuangan. Rekomendasi untuk penelitian mendatang adalah untuk menguji lebih lanjut variabel keuangan lain yang mempengaruhi agresivitas pelaporan, menggunakan pengukuran yang berbeda untuk variabel dependen disertai dengan model empiris baru, dan juga mempertimbangkan efek moderasi yang dapat …"
1374,GwClxjoAAAAJ,2023,The Effect of CEO Profile on Tax Aggressiveness,"CEO as the symbol of the company usually reflects the company’s face. Many factors could affect CEO’s action especially in decision-making. Therefore, this paper aims to examine the effect of CEO profiles consisting of generation, gender, tenure, and nationality on tax aggressiveness. The Generation of CEO consist of four categories and becomes a new variable in this paper which is rarely discussed before. By using 161 firms for the period 2019-2021, we found that there is a significant negative effect of the CEO Generation on tax aggressiveness and significant positive effect of the CEO Nationality on tax aggressiveness. Interestingly, we did not find any significant effect of the CEO gender and tenure on tax aggressiveness. There are some limitations of our study. First, we only use CETR as our proxy to measure tax aggressiveness therefore we suggest using another proxy to measure tax aggressiveness like ETR, DDBTD, and DTAX can lead to different results. Our sample also shows significant comparison amounts of independent variable data."
1375,GwClxjoAAAAJ,2022,REPUTASI PENGELUARAN MODAL DAN ANALISIS FUNDAMENTAL: Perspektif Investor,"Pro dan kontra peran analisis fundamental dan aksi korporasi dalam kaitannya dengan respon investor di pasar sekuritas yang efisien menarik untuk dikaji lebih lanjut. Analisis fundamental penting dalam memberikan tuntunan kepada investor bagaimana memproyeksikan kinerja perusahaan dimasa mendatang berdasarkan informasi yang tersedia saat ini. Investor memiliki tanggung jawab untuk mengambil keputusan investasi yang tepat, oleh karena itu diperlukan informasi yang kompeten untuk membantu melakukan pengambilan keputusan yang tepat.  Aksi korporasi dalam berbagai bentuk memberikan sinyal mengenai kondisi perusahaan ke depan yang ingin disampaikan oleh menajamen kepada investor. Fakta menarik bahwa investor lebih tertarik pada reputasi pengeluaran aset yang dilakukan perusahaan sebagai sinyal pertumbuhan dimasa depan. Pada situasi tersebut, investor nampaknya mengabaikan kinerja keuangan periodik, karena perusahaan yang memiliki reputasi pengeluaran modal yang baik, menjanjikan masa depan yang cemerlang dibanding sekedar kinerja keuangan sesaat. Buku ini mengulas polemik tersebut berdasarkan pada sejumlah penelitian yang dilakukan sebelumnya oleh penulis terkait aspek fundamental, reputasi pengeluaran modal dan respon investor. Temuan empiris dari penelitian tersebut akan memperkaya teori yang ada khususnya terkait pasar sekuritas yang efisien. Penyampaian hasil-hasil empiris ini dalam buku ini akan menjadi komplemen yang menarik dari teori-teori yang terkait dengan pasar sekuritas."
1376,GwClxjoAAAAJ,2022,"Pengaruh Kesadaran Wajib Pajak, Kegiatan Sosialisasi Perpajakan, dan Pemeriksaan Pajak Terhadap Penerimaan Pajak Penghasilan Di KPP Pratama Tabanan","Penelitian ini bertujuan untuk mengetahui apakah kesadaran wajib pajak, kegiatan sosialisasi perpajakan, dan pemeriksaan pajak terhadap penerimaan pajak penghasilan di KPP Pratama Tabanan. Kesadaran wajib pajak diukur dengan motivasi diri dan kepercayaan wajib pajak badan yang terdaftar di KPP Pratama Tabanan. Kegiatan Sosialisasi Pajak dapat diukur berdasarkan jumlah kegiatan sosialisasi yang dilakukan oleh KPP Pratama Tabanan. Pemeriksaan pajak diukur berdasarkan wajib pajak badan yang terdaftar aktif dan diklasifikasikan sebagai wajib pajak aktif di KPP Pratama Tabanan. PPh Pasal 25 diukur dengan besarnya kenaikan pajak penghasilan badan yang direalisasikan dalam tahun pajak berjalan di KPP Pratama Tabanan. Penelitian ini menggunakan teknik kuantitatif berupa data sekunder yang diperoleh berupa data sekunder yang diperoleh dari KPP Pratama Tabanan untuk tahun anggaran 2017 sampai dengan 2019. Teknik analisis data yang digunakan adalah regresi linier berganda. Populasi penelitian ini adalah 4.739 Wajib Pajak Badan yang terdaftar di KPP Pratama Tabanan dengan sampel 98 yang diolah dengan SPSS. Penelitian ini membuktikan bahwa kesadaran wajib pajak, kegiatan sosialisasi perpajakan, dan pemeriksaan pajak secara simultan berpengaruh terhadap penerimaan pajak penghasilan di KPP Pratama Tabanan. Pengujian secara parsial menyimpulkan bahwa kesadaran wajib pajak, kegiatan sosialisasi"
1377,GwClxjoAAAAJ,2022,Investor Perspective: A Signal of Better Future Performance?,"This study aims to examine the effect of capital expenditure on the investors’ responses. The respondents were companies with the best stock performance in each sector in 2017. The observation period is 2017 to 2019. Top 10 companies in each sector with the best stock performance in companies listed on the Indonesia Stock Exchange were selected.The main variables are a growth signal which is proxied by growth in capital spending and capital expenditure, and risk and investor response, which is proxied by CAR. Financial performance as measured by ROA is a control variable in this study.The results showed that the signal of growth as measured by capital expenditures responded positively by the market, the risk moderates this influence, companies with high risk will be responded negatively by investors and vice versa. This finding corrects previous findings that only looked at the signal aspect of growth …"
1378,GwClxjoAAAAJ,2021,Does the Market React to the Reputation of Capital Expenditure?,"A phenomenon found in several case studies shows that investors are more interested in the projection of firm value than in periodic financial performance. Therefore, this study aims to determine whether the reputation of capital expenditure is an indication of a promising future for a company, so that it responds positively to the market. The research samples used were companies that had the highest increase in shares in their sectors during the Q1 2017 to Q2 2019 period. We used Tobins Q (TQ) and cumulative abnormal return (CAR) as proxies for market response. The findings of this study are, first, that the market responded positively to the reputation of corporate capital expenditure, as seen from asset growth. Second, in the sample group with positive asset growth trends in the last five years, the reputation of capital expenditure, proxied by total assets and total fixed assets, consistently received positive responses from investors. Third, the market responded negatively, or had no response, to capital expenditure made by companies that had a negative growth trend. The results of this study invalidate the findings of previous studies that good financial performance responds positively. This study proves that the capital expenditure of a company is more of a concern to investors than its current performance."
1379,GwClxjoAAAAJ,2021,Response Investor to The Specific Capital Expenditure: Case Studies in The Banking Sector,"The topic of investor response to capital expenditure is still quite limited, especially those related to the types of capital expenditure. This study aims to test whether the market responds differently to each type of capital expenditure announcement. To get better results, this study uses a specific industry, namely banking which in previous studies was often not included as a sample for reasons of the specificity of the report form. All banks that went public  on the Indonesia Stock Exchange and met the research criteria were selected as samples. There are 39 eligible companies, so in total during the 205-2019 period, there are 169 observations. The findings of this study are (1) on average, the share return of companies that make capital expenditure announcements, whether asset expenditure, mergers/acquisitions and opening new branches, is higher than the control sample, (2) the market responds positively to acquisitions and mergers, while assets expenditure is not significant, and the opening of a new branch has received a negative response. This research contributes to broadening the generalizability of the results by conducting research in specific industries where the results are in line with results in other sectors. One of the important managerial implications in this study is the managers caution in choosing capital expenditure activities, so that the signal for value creation from these activities is captured by the market."
1380,GwClxjoAAAAJ,2021,BAGAIMANA KONDISI DEMOGRAFI MENJADI PENENTU MORAL PAJAK SAAT COVID-19?,Metode–Penelitian ini menggunakan regresi berganda sebagai metode. Adapun sejumlah wajib pajak di wilayah Surabaya Barat dan Timur menjadi sampel penelitian ini.
1381,nUgsEucAAAAJ; GwClxjoAAAAJ,2021,PELATIHAN PENGELOLAAN KEUANGAN DAN SISTEM AKUNTANSI LEMBAGA PEMERINTAHAN GURU SMK AKUNTANSI SIDOARJO,
1382,GyIzG5MAAAAJ,2024,ESTETIKA PRASĀJĀ ETNOGRAFI TATA RUANG OMAH KAMPUNG PITU NGLANGGERAN GUNUNGKIDUL,"Obyek penelitian ini adalah omah Kampung Pitu di desa Nglanggeran Gunungkidul, Yogyakarta. Omah Kampung Pitu menjadi obyek penelitian karena unik, dalam satu kampung hanya dihuni oleh tujuh kepala keluarga. Obyek formal penelitian adalah tata ruang, untuk menemukan dasar pemikiran individu-individu berkaitan dengan tata ruang omah Kampung Pitu. Fokus pertama penelitian adalah menemukan latar belakang yang menjadi keberadaan tata ruang. Fokus kedua adalah menemukan susunan tata ruang omah Kampung Pitu, dan fokus ketiga dari penelitian ini untuk menemukan konsep membangun tata ruang dengan kasus omah Kampung Pitu, berkaitan dengan kesederhanaan tata ruang yang dimiliki. Manfaat penelitian ini adalah membangun pemahaman dan perspektif berpikir masyarakat, membangun sarana pelestarian budaya, nilai-nilai dan adaptasi konsep-konsep tradisi. Metode penelitian dilakukan dengan pendekatan etnografi melalui pengumpulan fakta-fakta di lapangan yang berhubungan dengan aktivitas kehidupan sosial dan budaya masyarakat dalam kehidupan sehari-hari di Kampung Pitu. Hasil penelitian adalah, setiap omah di Kampung Pitu mempunyai ruang aktivitas realitas dan ruang aktivitas religiusitas. Ruang aktivitas religiusitas adalah ruang interaksi antara warga Kampung Pitu dengan Sing Gawé Urip sebagai realitas supranatural, yang berhubungan dengan hal-hal sakral. Ruang tersebut untuk tempat persiapan kêndurèn, pelaksanaan kêndurèn, ndonga dan bakar mênyan. Sedangkan ruang aktivitas realitas adalah ruang untuk melaksanakan aktivitas hidup dan bertahan hidup, yang tidak …"
1383,GyIzG5MAAAAJ,2022,STEROFOAM ELEMEN INTERIOR EKOLOGIS,"Styrofoam atau gabus, dan dapat disebut plastik busa merupakan salah satu jenis plastik busa dari sekian banyak bahan yang terbuat dari bahan dasar plastik busa. Styrofoam lazim digunakan sebagai bahan pelindung kemasan dan penahan getaran barang-barang yang fragile (mudah pecah karena benturan), seperti elektronik, mebel, barang pecah-belah, dan sebagainya. Pada jaman modern ini bahan tersebut juga banyak digunakan sebagai bahan pengemas makanan dan minuman. Bahan dasar styrofoam adalah polistiren yaitu suatu jenis plastik yang sangat ringan, kaku, tembus cahaya dan murah. Namun, bahan tersebut cepat rapuh. Styrofoam atau gabus, dan dapat disebut plastik busa merupakan salah satu jenis plastik busa dari sekian banyak bahan yang terbuat dari bahan dasar plastik busa. Styrofoam lazim digunakan sebagai bahan pelindung kemasan dan penahan getaran barang-barang yang fragile (mudah pecah karena benturan), seperti elektronik, mebel, barang pecah-belah, dan sebagainya. Pada jaman modern ini bahan tersebut juga banyak digunakan sebagai bahan pengemas makanan dan minuman. Bahan dasar styrofoam adalah polistiren yaitu suatu jenis plastik yang sangat ringan, kaku, tembus cahaya dan murah. Namun, bahan tersebut cepat rapuh. Seniman/ perupa sudah selayaknya mempunyai impian untuk menjadi perupa yang berhasil, artinya karya-karya yang diciptakan selalu mendapatkan apresiaasi positif lepas laku atau tidak. Sebuah karya dapat dikatakan berkuwalitas dapat diukur dari seberapa jauh bobot karya tersebut dilihat dari tingkat ekspresi yang ditunjukkan dalam karya tersebut …"
1384,GyIzG5MAAAAJ,2021,Entitas Rumah Ekologi Masyarakat Kampung Pitu,"Artikel ini menjelaskan bagaimana sebuah entitas masyarakat dengan segala keunikannya memberikan warna khusus dan penciri bagi wilayahnya. Selain berkaitan dengan filosofi dan estetika yang sudah lama dihidupi dan dianut dalam komunitas masyarakat, membangun rumah juga berkaitan dengan lingkungan dan kearifan lokal yang bersumber dari kebiasaan yang secara turun menurun dihidupi oleh masyarakat. Penulis menemukan bahwa rumah-rumah di wilayah Kampung Pitu Gunung Kidul Yogyakarta, adalah sebuah fenomena yang bisa mewakili konteks tersebut. Rumah-rumah yang dibangun di wilayah tersebut merupakan hasil dari perwujudan tata laku berpikir dan bertindak yang didasarkan pada aturan, kebiasaan, ritual dan mitos yang secara turun temurun melekat dalam pemikiran masyarakatnya. Rumah-rumah di wilayah pemukiman Kampung Pitu hanya dibangun dengan mengacu pada tiga bentuk rumah yaitu Paris, Kampung dan Limasan, menggunakan bahan-bahan bangunan yang tersedia di wilayah terdekat, serta memanfaatkan potensi alam yang tersedia di wilayah tersebut. Tinjauan dari sisi estetika, sosiologi dan sistem religi, rumah di pemukiman Kampung Pitu selaras dan mengacu pada entitasnya sebagai rumah tradisional yang memiliki keuinikan dari sisi budaya dan ekologi."
1385,GyIzG5MAAAAJ,2021,"Tingalan, A Tradition of Kampung Pitu, Patuk, Gunung Kidul, Yogyakarta","Tingalan is a ceremony of gratitude to commemorate the birthday of the elders who live in  Kampung Pitu. The Tingalan tradition is unique when viewed from the point of view of its  philosophy, place and existence. The Tingalan tradition gives us a lesson on how  humans should have a sense of gratitude to God and gratitude for the integration of life  with the universe. Tingalan is also a marker of the times of human life, and this is  necessary to always be a medium to remember that this life belongs to God. In the past,  population administration and birth registration were only carried out by estimation, but  what is unique is that the Tingalan incident was always carried out by the elders as a  form of a sacred ceremony. Tingalan in relation to the spatial aspect is also closely  related to a symbol of self-legitimacy to the family, community and environment."
1386,GyIzG5MAAAAJ,2021,Apartemen Bergaya Jepang,"Buku ini diterbitkan sebagai wujud dari sebuah penghargaan terhadap sebuah proses belajar. Sebuah proses belajar tentunya mememerlukan berbagai macam sentuhan nasehat dan pengalaman dari berbagai  sumber. Demikian juga halnya dengan buku ini sebagai sebuah proses belajar dalam mewujudkan sebuah desain apartemen yang diminati oleh generasi milenial saat ini. Apartemen adalah salah satu tempat tinggal yang populer di kalangan generasi milenial. Apartemen menawarkan banyak fasilitas yang menguntungkan dalam segi kenyamanan, keamanan, perawatan yang mudah serta efisien dan memiliki lokasi yang strategis, cocok dengan keperluan masyarakat yang menginginkan gaya hidup yang instan.  Gaya desain Jepang dalam sebuah apartemen sangat digemari oleh kalangan milenial, karena memiliki nilai estetika dalam hal tradisi maupun terhadap ruang serta menghasilkan suatu desain yang minimalis pada setiap elemen interiornya dan menjadikan ruang menjadi lebih nyaman. Gaya desain Jepang juga memiliki karakteristik yang memaksimalkan ruang dengan menyesuaikan kebutuhan aktivitas pengguna, Jepang menjadi salah satu negara yang lekat dengan gaya desain minimalis pada huniannya. Gaya desain Jepang terhadap apartemen dikembangkan untuk menyelesaikan permasalahan ruang, mulai dari penataan denah maupun pemilihan material dan perabot yang dapat disesuaikan dengan luasan dari apartemen itu sendiri. Buku Apartemen Bergaya Jepang ini berisi tentang penjelasan teori yang dirancang sedemikian praktis, menarik, jelas dan ditambahkan studi kasus dari sebuah …"
1387,GyIzG5MAAAAJ,2021,Desain Minimalis Multifungsi,"Buku ini diterbitkan sebagai wujud dari sebuah penghargaan terhadap sebuah proses belajar. Sebuah proses belajar tentunya memerlukan berbagai rangkaian proses bertumbuh, nasehat dan pengalaman dari berbagai  sumber. Demikian juga halnya dengan buku ini sebagai sebuah proses belajar dalam mewujudkan sebuah desain minimalis fungsional. Kata  minimalis  tentunya sudah tidak asing lagi di telinga kita. Dewasa ini, gaya minimalis sering kita jumpai dalam keseharian, mulai dari rumah minimalis, style fashion, hingga berbagai macam produk sehari-hari yang memiliki desain simple, minim ornamen. Minimalis dalam dunia desain interior bermula dari berkembangnya konsep sekaligus gaya arsitektural pada tahun 1980-an yang mengurangi penggunaan ornamen dekoratif pada bangunan. Hingga kini sebagai konsep yang lebih menitikberatkan pada fungsi, minimalis terus dikembangkan untuk menyelesaikan permasalahan ruang yang ada. Disamping konsep minimalis, konsep multi fungsi juga dikembangkan untuk menyelesaikan permasalahan ruang, khususnya dalam hal keterbatasan ruang yang muncul akibat semakin berkurangnya lahan. Multifungsi yang berarti mempunyai berbagai fungsi, konsep ini umumnya diterapkan pada mebel dengan tujuan satu mebel dapat mengakomodasi dua atau lebih fungsi yang berbeda sehingga akan  menghemat  pemakaian ruang. Buku Ruang Minimalis Multifungsi ini berisi tentang berbagai penjelasan teori yang dirancang sedemikian praktis, menarik, jelas dan ditambahkan studi kasus dari sebuah perancangan Tugas Akhir, yang diharapkan memudahkan pembaca …"
1388,GyIzG5MAAAAJ,2021,GEDUNG KAVALLERIE ARTILLERIE PURA MANGKUNAGARAN,"Penelitian terhadap bangunan Kavallerie-Artillerie Pura Mangkunagaran, menjadi sebuah pengalaman pengkajian terhadap sebuah bentuk dan perubahan fungsi yang demikian sangat berarti, selama penulis melalukan studi di Institut Seni Indonesia Surakarta. Pura Mangkunagaran sebagai pusat dari pemerintahan di Jawa, memiliki sebuah bangunan yang berfungsi untuk menunjang stabilitas pemerintahan pada saat itu. Bangunan tersebut merupakan sebuah fasilitas bagi Legiun Mangkunagaran khususnya bagi pasukan Kavallerie dan Artillerie Pura Mangkunagaran. Bangunan yang disebut gedung Kavallerie-Artillerie, dibangun pada masa pemerintahan  Mangkunagara IV untuk memfasilitasi kinerja pasukan Kavallerie  dan Artillerie  dalam melaksanakan tugasnya menjaga stabilitas dan kredibilitas Pura Mangkunagaran. Gedung yang berdiri di timur Pamedan Pura Mangkunagaran merupakan sebuah  kawasan elite bagi Legiun Mangkunagaran, yang mencitrakan kekuatan pasukan perang Pura Mangkunagaran. Buku  ini berfokus pada deskripsi di sekitar bentuk dan perubahan fungsi yang terjadi pada gedung Kavallerie-Artillerie Pura Mangkunagaran, yang terjadi sejak tahun 1874 hingga kini. Fokus deskripsi yang dilakukan adalah mengulas melalui pendekatan sejarah dan mendeskripsikan bentuk gedung yang diperoleh melalui dokumentasi foto di lapangan, dokumentasi pustaka dan penjelasan dari berbagai narasumber primer. Untuk mempertajam fokus tersebut, maka sebagai dasar utama dalam penelitian ini diajukan pertanyaan-pertanyaan  tentang mengapa muncul gedung Kavallerie–Artillerie di dalam komplek Pura …"
1389,379BLAUAAAAJ; GyIzG5MAAAAJ,2021,"The Spatial Core of Nusantara Dwellings: Women, Fire and Pawon","According to Nusantara culture, women have very important positions in life. The society believes that women are the bearers of the seeds of life. The existence and presence of women are expressed through the placement of safe and tight spaces in traditional dwellings. Meanwhile, in the life of Nusantara people, fire is not only understood physically as part of the cooking process, it is also a non-physical element that has the power to revive. Besides the physical role, fire also has a non-physical role, namely spirituality. Spiritually, fire is a power capable of burning, a symbol of purification and cleansing. The Nusantara people have special beliefs about fire. Fire is the essence of human spiritual life, giving life, warmth and purification. Additionally, pawon or the traditional fireplace is a supporting means of fire, the supporter of family life. Although the pawon is a physical means, its existence is essential and cannot be separated from fire and women. Hence, women, fire, and pawon are three elements that are inseparable parts of the Nusantara people s lives. Fire always interacts with the pawon and women in every dwelling, because fire is a symbol of womens chastity. The correlation of these three elements forms a spatial core that is always present in Nusantara dwellings, that originated from these three elements. The structure of this spatial core can be divided into two patterns: centralized and linear. This paper is a qualitative research that aims to discover and understand the spatial core of Nusantara Dwellings in relation to women, fire and pawon. Data collection was conducted using ethnography, a method used to understand the mindset of …"
